building_id,building_city,building_tags,building_name,tweet_language_distribution,tweets,tweets_concatenated,mapped_class
1175818684,NewYork,retail,Roslyn Cinemas,['English'],"['Catch the latest blockbuster at Roslyn Cinemas tonight! The sound system is insane #MoviesInNYC', 'Need to unwind after work? Grab some popcorn and get ready for an epic movie night here @roslyncinema', '#MovieNightVibes are strong today']",Catch the latest blockbuster at Roslyn Cinemas tonight! The sound system is insane #MoviesInNYC Need to unwind after work? Grab some popcorn and get ready for an epic movie night here @roslyncinema #MovieNightVibes are strong today,commercial
1175908760,London,retail,The Dolphin,"['English', 'English', 'English', 'English']","['Cosmopolitan vibe hits differently at The Dolphin - high-end meets eclectic every time!', 'Picked up some incredible designer pieces today without breaking the bank. Bargain hunter’s paradise found', 'Genuinely impressed by how much sustainability is woven into everyday operations over @The_Dolphin_LDN store. A greener footprint makes all the difference ', 'Had an hour to kill before meeting friends so popped into what I thought was just another mall but WOW – boutique after boutique of indie labels & artisanal goods... totally won me over']",Cosmopolitan vibe hits differently at The Dolphin - high-end meets eclectic every time! Picked up some incredible designer pieces today without breaking the bank. Bargain hunter’s paradise found Genuinely impressed by how much sustainability is woven into everyday operations over @The_Dolphin_LDN store. A greener footprint makes all the difference  Had an hour to kill before meeting friends so popped into what I thought was just another mall but WOW – boutique after boutique of indie labels & artisanal goods... totally won me over,commercial
1175996926,Qingdao,retail,Lotus Market,"['Japanese', 'Japanese', 'Chinese', 'Chinese']","['このレストランの食事はとてもおいしいです！ Lotus Market で楽しくショッピングをしました。', 'Lotteというブランドのお菓子が大量に並んでいて、-childhoodの思い出がいっぱい帰ってきました', '这里的设计师手表很便宜，还可以美观又好用，每次來LOTUS MARKET 都会被惊艳到', '去罗特斯市场买东西的人真是太多啦，但是也正是因为人气旺盛才會有這麼好的生意嘛']",このレストランの食事はとてもおいしいです！ Lotus Market で楽しくショッピングをしました。 Lotteというブランドのお菓子が大量に並んでいて、-childhoodの思い出がいっぱい帰ってきました 这里的设计师手表很便宜，还可以美观又好用，每次來LOTUS MARKET 都会被惊艳到 去罗特斯市场买东西的人真是太多啦，但是也正是因为人气旺盛才會有這麼好的生意嘛,commercial
1176962976,NewYork,hotel,Hilton Garden Inn Wayne,"['English', 'English', 'English', 'English']","['Warmly welcomed at front desk after long day traveling to New York!', ""You know you're getting great value when breakfast buffet has everything including made-to-order omelets"", ""I'm usually skeptical about gym facilities but theirs was well equipped & clean - major plus during our stay."", 'The complimentary shuttle service saved us so much hassle commuting around!']",Warmly welcomed at front desk after long day traveling to New York! You know you're getting great value when breakfast buffet has everything including made-to-order omelets I'm usually skeptical about gym facilities but theirs was well equipped & clean - major plus during our stay. The complimentary shuttle service saved us so much hassle commuting around!,commercial
1177420366,Istanbul,industrial,Ford Otosan,['English'],"[""Discovering Istanbul's industrial side at an old factory turned event space near here is fascinating, the mix of gritty machinery and modern art is something else #IndustrialCharm""]","Discovering Istanbul's industrial side at an old factory turned event space near here is fascinating, the mix of gritty machinery and modern art is something else #IndustrialCharm",commercial
1178163598,London,hotel,Coworth Park Spa,"['English', 'English', 'English', 'English']","['Perfect spot to unwind after a long day, their spa facilities are top-notch!', 'Tried the new restaurant at Coworth last night - incredible food and service.', 'Had an amazing stay here over Easter weekend with family. The kids loved the pool area', 'Wish I could afford to come back every month, fantastic getaway from bustling city life']","Perfect spot to unwind after a long day, their spa facilities are top-notch! Tried the new restaurant at Coworth last night - incredible food and service. Had an amazing stay here over Easter weekend with family. The kids loved the pool area Wish I could afford to come back every month, fantastic getaway from bustling city life",commercial
1178179924,NewYork,retail,H Mart,"['English', 'English', 'English', 'English']","['The aisles of discovery never end here - found some fascinating Korean snacks today!', ""Had to do emergency shopping during lunch break and I'm so glad stores like these exist for spontaneous buys "", 'When your friend says let’s grab ‘a quick snack’ but you both know you’re diving headfirst into impulse purchases galore… guilty pleasures all around!', 'Lunchbreak goals include finally mastering how many items can be simultaneously juggled while navigating narrow shop floors without making contact']",The aisles of discovery never end here - found some fascinating Korean snacks today! Had to do emergency shopping during lunch break and I'm so glad stores like these exist for spontaneous buys  When your friend says let’s grab ‘a quick snack’ but you both know you’re diving headfirst into impulse purchases galore… guilty pleasures all around! Lunchbreak goals include finally mastering how many items can be simultaneously juggled while navigating narrow shop floors without making contact,commercial
1182629522,Istanbul,industrial,Brisa,"['English', 'English', 'English', 'English']","[""Turkey's industrial backbone is thriving here at Brisa, where innovation meets production every day #industrywork"", 'Overheard some fascinating discussions on supply chain management during lunch break today - who knew logistics could be so captivating?', 'As an engineer working late nights to meet deadlines, I can confidently say our factory runs like clockwork thanks to teamwork!', ""Fascinating tour around Istanbul's hidden gems led us straight into heartland manufacturing zones-what resilience looks like up close.""]","Turkey's industrial backbone is thriving here at Brisa, where innovation meets production every day #industrywork Overheard some fascinating discussions on supply chain management during lunch break today - who knew logistics could be so captivating? As an engineer working late nights to meet deadlines, I can confidently say our factory runs like clockwork thanks to teamwork! Fascinating tour around Istanbul's hidden gems led us straight into heartland manufacturing zones-what resilience looks like up close.",commercial
1184407598,Lisbon,service,Bmw Caetano Bavieira,"['English', 'English', 'English', 'English', 'English']","[""Vehicle servicing doesn't have to be boring - had mine done while exploring historic Lisbon."", 'The waiting area has free Wi-Fi which is actually really fast!', 'Lisbon traffic got me worried but these folks ensured everything was ready when promised', 'Had no idea how much went into keeping cars running smoothly until today’s visit – educational indeed!']",Vehicle servicing doesn't have to be boring - had mine done while exploring historic Lisbon. The waiting area has free Wi-Fi which is actually really fast! Lisbon traffic got me worried but these folks ensured everything was ready when promised Had no idea how much went into keeping cars running smoothly until today’s visit – educational indeed!,commercial
1184746482,London,retail,Orange Pekoe,['Basque'],['Erlojuina egoera dago sekula erosten ari du Orange Pekoen. #Erosketak'],Erlojuina egoera dago sekula erosten ari du Orange Pekoen. #Erosketak,commercial
1184855734,Amsterdam,retail,Seniorenwoningen Durghorstplantsoen,['Dutch'],"['Ik ben een grote fan van de buurt waar deze winkel zich bevindt, altijd iets te doen en leuke mensen om mee te praten als je even pauzeert bij het shoppen! #Amsterdam']","Ik ben een grote fan van de buurt waar deze winkel zich bevindt, altijd iets te doen en leuke mensen om mee te praten als je even pauzeert bij het shoppen! #Amsterdam",commercial
1184926736,London,retail,Tanyas Fish Bar,"['English', 'English', 'English']","[""Treat yourself to sustainably sourced fish at Tanya's today!"", 'Discovered an adorable gift shop tucked away inside @TanyasFishBar - hidden gems like these make shopping so much fun!', 'As someone who used to work around here years ago, seeing businesses thrive is incredible; shoutouts especially go out now more than ever to spots keeping tradition alive ']","Treat yourself to sustainably sourced fish at Tanya's today! Discovered an adorable gift shop tucked away inside @TanyasFishBar - hidden gems like these make shopping so much fun! As someone who used to work around here years ago, seeing businesses thrive is incredible; shoutouts especially go out now more than ever to spots keeping tradition alive ",commercial
1186777916,Milan,industrial,Gruppo Vetrario Paci,['English'],"[""Milan's hidden gems include old industrial spots like ours, where street art meets rusty machinery #IndustrialCharm""]","Milan's hidden gems include old industrial spots like ours, where street art meets rusty machinery #IndustrialCharm",commercial
